businessId,businessName,food,good,place,like,great,go,back,really,us,little,nice,also,always,well,lunch,best,try,love,delicious,eat,friendly,made,come,fresh,way,rice,make,bit,staff,ever,definitely,tasty,sure,since,thing,amazing,favorite,special,tried,taste,find,flavor,price,excellent,places,prices,everything,every,lot,new,looking,top,friend,recommend,awesome,quality,large,quite,husband,found,perfect,enjoy,ill,super,coming,disappointed,wonderful,clean,close,fantastic,high,fan,end,yummy,week,quick,real,reason,portion,soon,flavorful,st,regular,often,choice,ice,reasonable,size,offer,valley,w,highly,az,mall,add,ra,usual,generous,thin,de,c,com,businessRating
RLjA7TBXJfyqDfPuVCcrtQ,Prado,71,57,37,40,34,116,36,22,232,13,29,29,4,25,15,18,24,30,13,79,7,16,17,24,25,26,11,27,8,67,7,10,12,11,44,17,7,10,11,22,3,14,25,16,4,10,9,21,9,20,4,16,18,12,5,7,3,8,9,0,13,13,49,8,3,9,13,2,0,5,15,14,52,2,17,3,25,2,10,0,3,479,4,0,10,120,0,4,15,5,1356,4,33,11,6,253,4,3,60,238,1394,64,High
a01JeGRdPYArzDgBLP9M5w,Hot Bagels,22,29,54,17,27,69,9,12,93,9,8,12,22,7,11,22,9,23,12,61,12,6,10,11,43,16,6,7,11,31,4,5,9,7,17,9,4,11,4,7,5,2,16,5,2,10,5,10,7,4,2,11,15,7,5,3,1,0,1,1,2,1,25,4,0,1,0,7,5,3,1,4,34,7,10,3,14,4,1,0,1,225,3,5,4,50,1,2,1,2,408,1,14,5,2,34,4,2,25,102,598,24,High
XZHlTIIuFkkv_zJzShV34g,En Fuego,6,3,2,0,5,5,1,2,16,1,0,1,0,1,3,1,3,1,0,7,3,1,1,0,1,2,0,2,2,2,0,0,2,1,3,0,0,1,1,0,0,0,2,4,0,1,0,2,0,1,0,1,3,0,0,2,0,0,2,0,4,2,2,0,0,1,0,1,0,1,0,1,3,1,0,1,2,1,0,0,0,25,0,0,1,8,0,1,0,1,51,0,0,0,1,12,0,0,4,13,96,1,High
ESMi3ekzBJuG8V-oaNcK_Q,T-Bone Steakhouse,36,40,50,34,40,115,45,23,206,18,9,14,3,27,0,16,21,17,12,99,7,2,12,5,18,9,10,7,4,52,4,6,9,5,24,7,3,12,5,10,7,5,9,4,6,2,4,15,15,10,6,11,37,3,10,1,10,8,14,11,10,12,65,0,5,2,5,0,3,4,5,8,54,2,6,1,27,7,2,3,1,384,1,4,8,74,1,3,4,5,1113,2,11,5,7,125,6,0,33,232,950,55,High
fMcI0fOLmUwSvgVCmGA9Rg,Frasher's Steak House & Lounge,79,86,74,60,63,193,44,27,221,30,20,28,30,35,0,21,18,26,8,118,15,10,22,5,45,33,11,15,12,75,6,4,15,15,46,25,8,12,4,18,14,10,32,12,4,10,13,32,7,7,12,14,36,10,11,7,11,7,8,5,16,9,45,8,2,4,8,5,1,7,11,11,79,3,2,5,34,6,6,4,0,533,2,2,3,109,4,2,9,3,1196,3,34,6,8,210,7,2,64,238,1272,69,High
#NAME?,Sub Factory,1,4,4,0,0,10,0,1,9,3,1,2,1,0,0,0,1,0,1,2,0,0,0,1,8,3,2,3,1,4,2,1,0,0,2,0,0,3,0,2,2,1,3,0,0,2,0,1,0,0,0,4,2,0,1,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,4,0,1,0,1,1,0,1,0,26,1,0,0,5,1,0,0,0,74,0,0,0,0,10,0,0,5,13,73,0,High
NkMnwYDEZIAka5PRJUK6qw,Gordon Biersch Brewery Restaurant,4,1,0,0,2,5,1,1,13,2,0,2,0,0,0,0,1,0,1,4,1,0,1,1,1,1,1,3,2,4,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,3,0,0,1,1,0,0,0,0,0,2,1,0,1,1,0,0,0,2,0,4,0,0,1,1,0,0,0,0,16,0,0,0,2,0,0,0,0,47,0,0,2,0,4,0,0,0,15,40,1,High
jQST5lkLGX9L52-A10TGTQ,Tum Nak Thai,107,58,76,44,44,117,20,36,143,28,16,17,18,19,34,19,17,28,16,93,16,7,12,11,35,39,6,12,10,53,13,9,11,6,41,7,18,17,9,18,6,22,11,14,2,5,9,22,17,7,6,7,28,14,6,3,8,4,3,8,6,2,28,9,5,4,2,3,2,5,4,12,59,6,7,5,38,6,13,4,4,267,2,3,3,113,3,0,3,5,769,2,14,24,3,83,10,2,55,162,895,50,High
y8a480EiwWikqlR1inkGxg,Sushi Time,27,38,52,22,17,74,8,9,123,6,6,12,10,4,8,6,18,8,5,35,4,5,7,6,13,22,7,7,4,19,5,4,4,1,16,4,4,19,0,4,5,2,18,3,6,9,2,5,3,1,2,12,12,4,3,3,0,4,0,3,1,1,21,1,2,4,2,9,5,1,2,6,23,0,4,9,9,4,3,1,0,133,2,3,1,46,1,3,1,1,315,2,7,11,2,55,7,0,21,76,466,28,High
DLOr9MYltjcu8X5kwDJgnQ,Julio's Too,55,42,46,29,26,95,12,15,94,11,4,12,12,6,23,14,11,16,9,59,4,5,12,11,28,21,5,6,2,35,6,8,9,0,24,7,3,9,7,4,8,7,13,1,7,7,5,15,16,2,7,3,15,7,3,3,4,6,1,4,6,2,23,3,2,1,3,4,10,3,4,7,29,4,8,6,19,4,4,0,2,203,0,4,2,46,0,3,1,2,521,2,11,4,2,59,5,2,37,117,753,40,High
74qDPs2dR6gSzDp6N1U-Og,Sal's Tuscan Grill,31,44,38,22,29,80,16,19,109,16,13,17,6,7,10,9,13,12,6,67,12,12,2,11,11,13,7,7,3,21,5,3,5,1,11,5,4,10,7,18,4,4,13,6,4,3,2,4,7,2,6,11,14,5,6,4,5,1,8,3,5,12,30,5,2,2,0,4,5,4,4,7,28,3,2,2,24,2,1,0,1,199,1,6,4,60,0,3,3,6,584,2,9,3,5,48,3,2,22,114,545,20,High
OzLBhVzESxUArq0nTxToQw,Jack in the Box,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,1,0,9,1,High
x6koVXXoyrR54_EsqOv75w,Zipps Sports Grill,42,59,21,14,26,106,14,16,73,5,5,7,12,4,7,8,8,16,4,41,2,4,9,4,21,4,10,8,7,23,0,2,12,5,24,6,6,14,4,1,7,1,4,1,2,3,0,7,7,3,3,3,15,4,6,3,4,3,4,3,1,8,35,2,3,4,1,0,6,0,4,4,31,2,4,5,20,2,2,1,1,142,4,5,2,40,0,3,1,1,548,1,8,5,3,65,2,0,27,87,634,28,High
yExYqENb4F6qH6kJxTOaSQ,Karim's Cobbler Shop & Deli,11,13,17,9,5,31,10,5,42,5,2,3,1,6,5,5,6,5,1,16,4,2,3,7,2,4,6,7,2,13,2,1,3,2,9,3,1,0,1,7,2,2,2,2,2,0,2,3,2,0,3,6,6,0,1,0,0,1,0,3,3,1,13,1,1,1,1,2,2,1,0,2,10,0,3,0,6,1,1,0,1,78,0,0,2,17,0,1,3,1,245,0,4,5,0,32,3,0,16,53,312,13,High
ZoQAOnEFnyHjSpomtfqesA,That's A Wrap,44,40,78,55,29,127,23,39,173,19,16,21,20,20,67,16,18,42,22,84,14,16,11,42,41,38,11,25,7,65,5,15,17,9,54,2,14,15,9,17,12,19,10,1,7,2,13,33,29,11,4,18,21,5,5,2,1,7,0,5,5,13,57,4,4,3,1,2,6,0,6,4,35,9,9,8,43,12,3,5,3,336,5,6,9,97,3,3,3,2,995,3,9,19,9,272,5,1,69,200,1209,44,High
09dr3kXV8Ff42Ur3mCh3LA,Peter Piper Pizza,1,6,7,9,3,19,6,1,20,1,1,0,2,1,4,2,2,5,1,9,0,1,4,1,2,2,1,0,0,4,0,1,0,0,4,0,0,1,1,0,1,0,2,0,2,1,1,3,0,1,0,3,1,0,0,0,3,0,0,0,0,3,4,1,1,0,0,5,1,0,0,3,3,0,2,1,2,0,0,0,0,36,0,0,1,8,0,0,0,0,114,0,1,2,1,17,1,0,6,14,144,6,High
CUISGDqI5ZRIGXH9EgpFMw,Francisco's Brick Pizza & Pitas,8,25,30,20,14,51,12,8,87,6,11,6,4,8,3,3,5,11,3,39,4,2,8,5,10,7,6,2,3,23,1,2,3,7,9,0,1,3,2,3,2,9,7,3,4,3,0,9,2,3,1,4,5,3,2,2,3,2,1,5,1,1,22,0,3,1,1,0,2,0,8,0,16,1,2,5,13,5,1,1,2,118,3,3,1,40,1,2,1,0,394,1,1,5,1,38,0,1,17,73,425,20,High
BL3SqCfSJuDTNDR9_b9NdQ,Kanpai Sushi & Bar,14,18,29,13,26,43,5,5,111,7,3,4,4,9,3,9,4,10,7,35,4,3,11,13,12,23,5,4,6,31,5,2,1,2,14,3,4,8,1,11,1,5,20,3,1,13,5,9,0,5,0,3,8,5,4,4,7,0,1,3,3,5,28,3,1,0,0,0,6,2,3,3,16,0,0,4,7,3,4,1,0,122,1,0,0,47,2,1,0,1,366,1,5,3,1,58,0,1,16,66,375,26,High
wBi8Sz3JKsglrYxXuRxYug,Nicks Deli and Pizza,14,25,25,6,10,54,9,6,61,2,9,4,5,7,3,10,12,4,9,34,6,7,3,8,14,11,3,3,0,12,6,2,5,3,11,2,1,7,3,4,10,5,9,2,3,4,1,4,2,8,1,10,9,2,3,5,8,0,1,3,6,0,12,1,1,3,0,2,5,1,3,4,12,1,3,3,7,6,0,2,2,102,3,0,1,34,3,2,3,0,351,1,4,5,5,24,1,0,20,100,381,9,High
ihkTtwiy0DYxWF5gv3ACYQ,Asia,28,34,49,20,32,66,17,18,93,8,12,13,3,12,8,7,12,11,3,54,5,4,13,9,12,13,7,6,9,26,4,5,7,3,15,4,7,3,6,3,5,6,9,4,6,6,4,14,5,2,1,9,17,4,7,4,4,1,1,1,1,6,18,2,2,1,2,3,1,3,5,4,28,4,8,6,21,3,0,1,0,125,2,2,5,45,1,2,2,0,486,1,12,9,4,46,2,1,18,83,487,25,High
eOug4Lp-b5-jrtkoLMQq2g,Circa 1900,2,2,1,3,3,5,1,0,6,2,3,0,0,1,0,0,1,0,1,4,0,0,0,1,1,1,1,2,0,0,1,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,1,1,2,3,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,39,1,0,0,0,2,0,0,3,10,62,1,High
ytcm2DXuJWKPTqCtr6uJ4A,Rainbow Donuts,1,24,14,13,11,41,4,9,59,9,4,10,11,6,1,11,4,6,6,24,4,6,3,7,19,2,8,4,2,27,3,4,1,1,9,6,6,2,7,3,4,5,2,1,1,1,1,6,2,3,4,6,8,1,0,3,2,6,0,5,3,3,21,1,0,1,1,1,7,0,0,2,14,2,2,1,10,0,1,2,1,122,5,3,3,23,0,0,1,2,329,0,16,2,2,51,0,0,19,61,416,15,High
4pBklPWQZSeuj5xynAEOYg,Los Portales,3,3,3,2,0,3,0,1,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7,0,0,0,3,0,0,0,0,22,0,0,0,0,5,0,0,1,6,21,0,High
APgL23vh7f7H_wAGTl57xQ,Woodlands Vegetarian South Indian Kitchen,139,74,92,43,40,150,24,40,150,15,18,22,19,20,14,14,27,33,23,122,15,9,20,11,31,39,15,13,7,65,9,11,11,9,51,7,17,9,6,17,8,12,24,4,15,15,24,38,9,17,6,10,34,14,7,5,6,3,1,5,5,11,61,7,3,3,3,11,5,5,5,12,60,4,11,8,47,10,14,2,3,313,3,3,2,88,7,3,4,7,900,5,14,8,4,132,6,3,73,210,1148,59,High
0Wgkqmf1uJB9AmiQK75qHw,Slanted Rice Vietnamese Bistro,7,4,7,5,8,9,5,8,20,3,8,7,0,4,9,0,4,3,3,12,2,4,2,4,1,11,0,4,3,5,4,3,0,0,4,1,2,4,2,2,0,2,2,2,0,1,3,4,3,0,1,1,5,0,2,0,1,0,1,0,0,5,7,2,3,0,0,1,0,0,1,1,7,0,3,1,9,0,0,0,0,29,1,0,1,27,0,1,2,0,131,0,1,2,0,11,0,0,4,35,161,8,High
#NAME?,Kona Grill,90,97,54,61,71,201,40,43,327,12,29,29,31,19,22,10,20,28,11,144,11,9,24,19,53,39,21,20,15,87,9,8,12,16,48,8,12,26,9,21,11,10,32,10,4,15,9,31,15,14,8,11,41,13,16,10,5,5,3,2,7,15,89,8,9,3,8,5,5,8,6,20,90,2,8,8,45,8,5,0,4,420,8,3,4,131,2,4,6,1,1227,2,16,26,5,130,10,2,72,263,1397,64,High
BM0-dgPJMBMmcmO9PVCJfQ,Los Compadres Mexican Food,96,73,64,17,33,138,26,29,131,16,5,7,23,10,12,23,22,24,12,75,6,5,11,11,42,46,13,17,5,65,4,6,6,21,53,14,22,10,8,6,9,9,28,5,4,19,12,26,10,5,11,9,10,4,6,3,2,1,0,7,10,2,48,11,8,3,0,6,7,5,5,14,19,5,3,5,35,4,4,3,1,301,1,4,4,81,2,3,4,3,665,0,19,4,5,102,8,0,64,173,1196,74,High
tzGPZyGuFT3dCT1Wpn9JQA,Soma Express,1,5,5,2,0,6,1,1,5,3,1,0,1,0,4,1,0,1,1,4,0,3,0,0,1,2,1,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,2,1,0,4,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,2,1,1,1,1,1,0,1,1,0,0,0,1,18,0,1,0,4,0,0,0,0,46,0,2,0,1,9,0,0,4,8,66,0,High
FUco3_g-dFpXOCPta0Xmeg,Country Boys Restaurants,12,15,10,3,5,30,7,6,26,3,5,2,0,3,0,1,5,1,1,5,2,2,1,3,2,4,2,1,4,12,1,1,0,0,12,1,0,2,0,0,0,0,4,0,0,2,4,4,0,1,2,3,3,1,1,3,2,1,1,0,0,1,12,3,1,0,0,0,1,0,0,0,4,0,0,0,6,2,2,0,0,36,0,0,0,16,1,0,0,0,121,0,1,2,2,10,0,0,14,21,126,5,High
YMzbJeorSx7rtHeXZm38fA,Teakwood Tavern and Grill-Gilbert,4,8,7,2,7,10,3,3,11,0,2,3,2,1,0,3,1,1,0,12,2,0,1,0,3,1,3,0,0,5,1,0,0,0,3,2,2,1,0,0,0,1,1,0,0,1,0,1,0,0,0,4,4,1,0,0,0,0,0,0,1,0,4,0,0,0,1,0,2,0,1,2,7,1,0,0,4,0,1,1,0,15,1,2,0,8,0,0,2,0,67,1,2,0,0,3,0,0,4,12,77,3,High
CO8UjN6WXsDJqo5qJx8nFA,Tokyo Stop,28,30,31,19,18,74,9,20,53,11,4,7,6,9,28,6,5,5,4,36,6,5,11,11,11,25,5,5,1,18,3,5,5,1,14,3,2,4,0,2,1,4,8,1,5,4,4,9,4,2,2,19,11,3,3,1,7,1,0,0,3,5,11,6,3,2,2,2,4,0,2,5,19,0,6,2,20,2,7,0,1,117,2,1,1,49,2,5,2,2,295,1,3,8,4,42,5,0,23,62,474,31,High
lktu5JPDlQUG-7cV7gOzDQ,Cartel Coffee Lab,12,166,350,209,145,413,90,113,745,62,56,78,61,61,4,117,80,115,44,214,57,57,65,35,158,30,103,57,43,239,43,16,44,32,143,37,28,19,27,55,52,37,28,25,36,18,12,73,41,53,29,61,123,20,32,41,30,18,7,18,38,48,175,31,20,3,20,10,34,11,29,32,235,6,25,6,137,17,4,6,4,1646,16,18,9,249,5,20,17,20,3159,2,65,54,40,399,19,1,194,752,5569,226,High
bvYPXRj2ONK3VIDZ54PFyA,Red Koi Japanese Restaurant,42,53,39,21,24,106,15,20,171,12,18,13,7,11,11,10,15,17,10,48,17,2,13,10,18,25,3,11,10,34,10,4,4,9,19,1,10,8,8,8,6,6,13,7,1,8,6,19,6,7,2,6,22,2,2,6,3,6,10,3,0,14,35,2,4,3,2,12,11,0,3,2,30,5,7,3,21,9,5,1,1,183,0,2,0,74,5,3,2,0,592,0,5,12,7,84,3,0,29,101,592,29,High
vARjqeIkSNsazHltujiq4Q,Cornish Pasty Company,416,384,436,332,316,888,185,177,1183,95,89,145,109,124,54,77,253,240,134,737,85,83,122,45,215,51,100,96,96,393,91,61,59,60,312,108,86,37,77,68,46,72,45,37,25,17,57,174,64,83,41,60,230,68,91,15,46,51,36,26,62,76,335,40,34,27,33,19,31,27,33,59,393,32,33,21,214,33,13,35,12,2955,14,9,36,440,5,23,20,14,6262,21,140,49,60,716,40,2,411,1531,7525,406,High
QQ-lSbz4ARm1MQA5z8-nAw,Weather & Coffee,0,4,3,2,2,6,1,3,10,2,6,0,3,0,0,1,0,1,1,15,2,1,0,1,4,0,0,0,1,4,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,3,1,1,0,1,2,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,5,0,0,0,3,0,2,1,3,0,0,0,0,19,0,0,0,11,0,0,0,0,59,0,0,1,0,2,0,0,2,13,70,0,High
tfVKzEDu8XYyP8KO1dsNvQ,Two Hippies Gnarly Burger Joint,22,49,49,34,40,97,37,22,129,6,19,21,6,9,10,16,21,22,9,79,11,14,11,23,26,15,19,10,11,35,9,6,13,2,33,10,3,4,16,17,3,9,15,2,4,3,9,20,4,2,1,33,11,4,6,4,0,1,2,1,4,8,47,8,2,4,2,4,4,1,6,2,19,6,5,3,26,3,3,2,1,255,3,0,9,63,2,5,0,2,632,2,15,14,14,66,1,2,37,170,794,21,High
4NPD3ecBbUdfcS9FAuwJIA,Chanpen Thai Cuisine,121,49,77,36,41,112,17,18,147,19,11,18,4,14,27,32,26,13,14,93,17,5,15,18,20,23,15,15,8,51,11,6,12,6,27,11,8,7,3,11,10,25,11,17,7,6,7,15,10,7,3,12,25,3,2,6,9,7,6,3,17,9,50,13,1,1,8,4,8,4,3,9,46,3,6,7,20,4,15,3,7,294,2,1,4,109,3,4,6,5,820,1,14,30,8,108,2,0,37,211,985,43,High
qT4w8n27RBQ_slz_FiK0CQ,Snooze AM Eatery,93,77,71,43,50,179,47,20,230,15,17,24,10,31,4,16,45,37,23,123,15,19,21,13,25,5,18,16,21,76,24,11,14,10,58,14,5,9,13,14,11,9,5,4,8,3,11,26,6,28,4,21,41,8,10,6,6,10,8,1,18,13,97,7,6,4,4,4,4,6,10,15,81,3,16,9,23,9,7,6,0,534,3,3,12,92,4,3,22,3,1548,4,25,7,14,158,3,0,72,343,1601,67,High
5w0zSOvTqR9sC5Xvo8nbBA,Big D's,7,6,6,7,3,19,1,2,12,0,3,1,0,2,0,0,2,0,1,7,0,0,2,1,6,3,1,2,0,4,1,0,0,4,2,1,0,0,1,1,0,0,3,1,1,1,1,2,0,0,0,3,0,0,2,1,0,1,2,0,0,0,6,0,1,1,0,0,1,0,0,0,1,0,0,0,2,0,1,1,0,26,0,0,1,7,0,3,0,0,90,0,1,0,0,7,1,0,3,23,84,5,High
kBxBEAu8lVI9ikESDJk9Kw,Papa Murphy's,0,6,7,4,3,20,3,2,23,1,1,3,7,5,0,2,5,13,3,12,5,1,0,7,12,4,2,0,4,4,2,3,4,0,7,0,2,1,3,3,1,1,4,2,1,0,1,1,2,1,0,4,6,1,0,0,0,0,1,0,1,0,7,2,0,0,2,0,1,0,1,0,7,0,2,2,2,1,0,0,1,51,1,0,1,13,0,1,0,0,93,0,3,1,2,11,1,0,14,28,148,5,High
l4ymgiD1WnsSrwxWWk7a3Q,Einstein Bros Bagels,4,6,4,1,6,10,1,1,17,1,2,2,3,2,1,2,1,4,2,11,6,0,0,0,6,0,2,0,3,6,0,0,0,1,2,0,3,1,0,0,0,1,0,0,1,0,0,2,0,2,0,0,6,1,0,0,2,0,0,1,1,0,7,0,1,1,1,0,0,0,1,0,10,1,1,4,1,1,0,0,0,36,0,0,0,11,0,0,0,0,74,1,3,0,0,6,0,0,3,16,105,5,High
U7SnKfGExBmMKTyPvdlFYg,Carl's Jr,7,2,5,0,2,8,0,0,1,0,1,1,1,3,0,0,0,0,0,4,2,1,0,1,5,1,0,2,1,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,2,2,1,2,0,1,0,0,0,1,2,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,12,0,0,0,4,0,0,0,0,33,1,0,0,1,3,0,0,0,6,45,2,High
MU3i2uEyUBntebU6pEyMbw,McCormick & Schmicks Seafood Restaurant,62,39,26,27,34,72,14,19,123,14,15,17,15,16,15,11,10,18,9,67,5,9,11,22,21,24,5,9,3,45,5,6,8,9,26,14,6,13,3,13,6,8,18,4,3,4,7,19,7,2,2,10,9,7,3,6,3,4,2,6,13,12,55,2,2,3,3,2,6,5,9,7,36,5,3,3,24,3,3,3,3,291,3,1,5,100,2,3,3,3,818,4,16,6,3,93,9,2,40,187,1011,34,High
D1T1jtCfTfXD-cQE3QViow,Joe's Diner,109,129,124,61,101,233,66,47,308,30,32,36,26,26,27,35,50,34,29,185,44,29,38,10,51,30,23,32,21,90,20,17,20,9,79,8,13,19,10,17,13,16,29,12,15,13,21,46,27,19,10,27,64,12,10,9,10,7,12,9,38,10,82,21,10,7,6,8,8,11,4,24,108,11,22,15,54,10,10,9,1,722,14,3,6,177,6,6,6,2,1764,2,16,6,13,248,8,2,105,356,2169,96,High
JML8MGqZDOUuiDSA_y7rLQ,Smashburger,1,8,0,1,0,9,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,5,0,0,0,2,1,0,0,0,17,0,0,0,0,1,0,0,1,0,14,0,High
AD01Y718Orj_vsPQDYXiQg,East Valley Cafe,5,6,1,1,2,9,4,0,26,1,1,0,0,3,2,2,2,2,3,6,1,1,0,0,0,3,1,2,2,12,1,1,2,0,4,0,1,1,0,0,0,0,3,2,0,2,3,5,0,2,0,1,3,0,1,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,2,3,0,0,1,1,0,28,0,2,0,8,0,0,0,0,91,0,0,0,1,10,0,0,6,19,74,3,High
G9LwkTSdKOyOGqd5BbuIkA,Aunt Chilada's,234,180,157,90,102,375,68,59,414,28,51,37,35,40,19,51,24,49,18,232,27,25,48,12,76,36,31,27,22,126,21,18,19,21,94,18,16,32,15,29,8,14,16,9,13,5,11,40,26,11,15,23,69,17,29,7,27,11,12,10,22,38,187,10,8,3,7,5,11,8,10,20,129,2,19,6,72,9,4,1,4,859,16,9,10,213,0,2,12,8,2600,1,34,15,11,275,21,2,132,520,3135,139,High
ht17atGW3tP8dFeiJkXI_g,Skip & Jan's Sports Bar,22,21,20,12,10,48,11,9,53,3,5,6,8,5,8,5,7,2,1,24,6,0,10,0,14,4,5,5,1,15,4,1,5,4,21,0,1,6,4,0,2,1,4,1,0,2,1,4,14,6,4,4,12,2,3,1,2,2,0,0,1,5,22,0,1,0,1,0,3,0,2,0,21,0,8,2,11,3,0,2,0,89,4,3,3,22,2,1,3,1,281,0,1,2,3,45,1,0,26,50,348,16,High
5DanV2PGA1vk8i1Hhd8JrQ,Barro's Pizza,2,4,3,4,2,16,1,2,17,0,2,3,0,1,1,0,0,4,4,10,2,1,1,3,3,1,2,0,0,6,1,0,0,2,8,1,3,3,1,0,1,0,1,1,1,1,2,2,1,1,0,1,3,2,0,1,3,0,0,0,0,1,5,1,0,1,0,0,0,1,0,2,9,4,1,0,2,2,0,0,0,27,1,0,0,6,1,0,0,0,105,0,2,1,0,11,1,0,8,41,119,6,High
ZI38b-iM_kHrOyjI5Pgrzw,Federico's Mexican Food,10,13,4,7,5,31,2,3,30,4,2,1,0,0,0,1,3,5,0,16,1,3,0,0,4,8,0,2,0,11,0,1,3,3,10,0,1,3,3,1,2,1,6,1,1,3,4,7,3,6,0,2,3,0,0,0,0,1,0,0,0,0,10,0,0,1,1,0,1,0,1,0,5,1,2,2,4,1,1,0,1,56,0,1,0,17,0,0,0,0,169,0,1,1,0,12,1,1,12,42,165,6,High
U9iWs_XQ88IEj_Cgawyz4w,Wildflower Bread Company,47,56,39,23,27,90,10,24,141,6,12,20,17,11,30,8,13,25,12,60,9,10,7,9,30,7,20,14,11,42,4,7,9,6,27,6,12,3,13,4,10,12,7,4,4,2,5,13,3,5,4,12,10,2,3,6,3,2,2,2,3,11,43,3,3,3,3,3,3,0,4,6,25,5,10,13,27,2,4,4,3,266,2,1,5,51,2,3,4,2,722,2,7,29,12,85,8,1,36,138,848,42,High
u9MKnG0PqI8N7ixSfrrTiw,Famous Dave's,84,104,67,58,57,186,28,35,269,21,19,23,27,18,29,24,23,36,11,157,19,16,19,9,42,12,17,5,16,69,6,12,25,7,40,9,16,14,8,26,9,22,12,8,12,4,9,27,18,10,2,11,24,7,12,3,8,3,5,6,7,13,59,5,1,3,2,5,3,4,6,9,57,15,7,13,41,5,8,2,3,419,7,4,6,90,1,3,5,4,1189,2,24,19,5,118,6,1,58,231,1261,51,High
VYUfIfAlU1KuYGC6ITRY3A,Blue Wasabi Sushi & Martini Bar,77,139,107,74,79,257,24,43,391,21,27,27,28,20,2,19,27,44,12,142,16,7,23,14,53,74,20,17,8,87,16,6,7,10,79,11,18,23,16,27,9,7,64,10,11,16,15,33,13,10,5,12,40,11,18,8,2,9,8,5,7,20,65,3,4,0,1,6,5,8,15,18,95,3,6,6,49,2,5,2,1,413,4,2,4,173,0,7,9,4,1327,4,14,14,10,186,6,3,103,246,1340,59,High
f_re4xw6zXn2DAbcChF-AQ,El Tlacoyo,23,8,22,12,9,31,6,7,47,7,6,6,2,3,0,3,8,1,4,17,0,1,4,8,6,9,3,4,0,4,4,1,0,4,6,1,1,7,6,5,5,6,3,1,4,2,1,3,7,0,6,3,1,3,3,1,2,1,2,4,2,3,22,1,3,2,1,0,3,0,3,4,10,1,3,2,13,2,0,0,0,85,0,0,0,22,0,1,1,1,236,2,2,5,4,18,2,0,10,46,420,16,High
YG41q565jH3Z145YqD7QgA,Ziegler's New York Pizza Dept,4,3,1,2,0,9,0,0,7,3,0,1,0,2,1,0,1,0,1,3,1,1,2,0,1,1,0,0,1,2,1,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,2,1,0,1,0,0,1,0,0,0,1,3,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,8,0,1,0,2,0,0,0,0,43,0,0,0,1,4,0,0,4,8,42,4,High
Our6bzte5W1wlIeOu9luug,My Wine Cellar,65,44,100,50,97,127,35,43,263,30,31,25,14,20,1,9,23,39,16,138,24,9,21,4,33,30,27,8,38,53,7,9,15,11,40,17,10,15,9,8,22,8,30,7,4,13,12,25,11,16,11,19,42,15,14,4,2,4,13,6,23,22,58,6,5,4,13,2,8,10,9,16,80,5,14,4,49,15,6,3,1,378,7,6,4,93,4,2,15,2,1417,5,20,21,7,88,8,1,63,221,1336,69,High
g4tY0hSv_dzJQPUbdLOyPg,The Habit Burger Grill,16,25,12,19,13,52,12,11,54,6,7,7,1,7,2,2,11,8,3,28,9,1,5,5,5,8,8,15,5,10,4,11,3,1,21,1,1,3,0,10,0,5,8,2,2,0,3,4,3,8,2,4,13,2,3,5,0,0,0,3,2,1,26,2,2,0,0,7,2,2,4,3,17,0,1,4,15,2,0,0,0,128,2,0,4,34,0,0,2,2,333,1,4,6,5,30,0,0,27,71,396,15,High
