"name","type","city","state",stars,review_count
"Red Revolver Lounge","business","Scottsdale","AZ",3.5,65
"Lone Mountain Pet Grooming","business","Cave Creek","AZ",4.5,11
"Lava and Ignite","business","Edinburgh","EDH",2.5,14
"Flag World & Sports","business","Scottsdale","AZ",4.0,3
"Olive Tree Market & Grill","business","Phoenix","AZ",4.5,74
"Yogis Grill","business","Mesa","AZ",3.5,12
"Juan Jaime's Tacos and Tequila","business","Scottsdale","AZ",3.5,79
"Circle K","business","Scottsdale","AZ",3.5,3
"Mafia Mike's Pizza","business","Mesa","AZ",2.0,4
"Canal Street","business","Las Vegas","NV",4.0,39
"Outdoor Lifestyles by Par","business","Cave Creek","AZ",3.0,4
"Mill Avenue Farmer's Market","business","Tempe","AZ",2.5,6
"Jersey Mike's Subs","business","Phoenix","AZ",3.5,28
"Cubanos Cigar Lounge","business","Chandler","AZ",3.0,7
"Savers","business","Phoenix","AZ",3.0,7
"Tropical Smoothie Cafe","business","Las Vegas","NV",3.0,30
"Taylor's Gas & Auto","business","Scottsdale","AZ",4.0,14
"America's Taco Shop","business","Phoenix","AZ",4.0,172
"Global House of Hair","business","Las Vegas","NV",4.0,13
"Culver's","business","Phoenix","AZ",3.5,99
"Kimmyz On Greenway","business","Glendale","AZ",4.0,13
"Smashburger","business","Avondale","AZ",4.0,120
"Tourneau","business","Scottsdale","AZ",4.5,8
"Petique Retail & Adoption Center","business","Phoenix","AZ",4.5,15
"Guerlain","business","Las Vegas","NV",4.5,11
"King Fish Sea and Soul Food","business","Maricopa","AZ",3.5,18
"Therapie","business","Las Vegas","NV",5.0,14
"Paradise Bakery","business","Phoenix","AZ",3.0,9
"Lee's Garden","business","Madison","WI",3.0,21
"The Melting Pot","business","Glendale","AZ",4.0,77
"Vinny's New York Seafood Bar & Cafe","business","Las Vegas","NV",4.5,5
"Imagine Wellness Chiropractic Center","business","Phoenix","AZ",5.0,4
"New China Super Buffet","business","Sun City","AZ",1.5,5
"Long John Silvers","business","Phoenix","AZ",3.5,17
"Mastro's Ocean Club","business","Las Vegas","NV",4.5,636
"Flapjacks","business","Fountain Hills","AZ",3.5,35
"Mac Matters","business","Phoenix","AZ",5.0,4
"The Salvation Army","business","Phoenix","AZ",3.5,6
"Afandi Restaurant and Market","business","Las Vegas","NV",4.0,24
"Momoyama Sushi","business","Las Vegas","NV",3.0,19
"US Post Office","business","Las Vegas","NV",2.5,19
"Cow Dreamz Photography","business","Phoenix","AZ",5.0,6
"Ultimate Carpet Cleaning","business","Madison","WI",5.0,3
"Capoeira Brasil Tempe","business","Tempe","AZ",5.0,5
"Airbridge Tours","business","Las Vegas","NV",3.0,24
"Bernards Bistro","business","Henderson","NV",3.5,73
"Cloud 9 Mobile Pet Grooming","business","Las Vegas","NV",2.5,3
"The Gallery","business","Las Vegas","NV",4.5,13
"Metro Pizza","business","Las Vegas","NV",3.5,3
"Rose Garden Chinese Restaurant","business","Henderson","NV",2.5,7
"Sagos Baja Tavern & Lounge","business","Las Vegas","NV",4.0,45
"Winchell's Pub & Grill","business","North Las Vegas","NV",3.5,11
"Winchell's Pub & Grill","business","North Las Vegas","NV",3.0,8
"Jiffy Lube","business","Peoria","AZ",3.0,4
"Subway","business","Phoenix","AZ",2.5,6
"Carl's Jr","business","Phoenix","AZ",2.5,11
"Banana Republic ","business","Gilbert","AZ",3.5,5
"Midfirst Bank","business","Phoenix","AZ",4.5,3
"Mariée Bridal","business","Scottsdale","AZ",5.0,23
"Mariscos Vuelve a La Vida","business","Phoenix","AZ",3.0,11
"Divas and Dudes","business","Litchfield Park","AZ",2.5,4
"QuikTrip","business","Gilbert","AZ",4.0,5
"Panda Express","business","Chandler","AZ",2.5,10
"Great Clips","business","Surprise","AZ",4.0,4
"The Good Egg - Tramonto","business","Phoenix","AZ",3.5,35
"Higley Center For the Performing Arts","business","Gilbert","AZ",4.0,4
"Combat Bugs","business","Phoenix","AZ",3.5,3
"Wildside Pets","business","Mesa","AZ",4.0,8
"St. Vincent de Paul Thrift Store","business","Chandler","AZ",4.0,6
"American Eagle Outfitters","business","Gilbert","AZ",3.5,3
"Moon Valley Grill","business","Phoenix","AZ",4.0,16
"Chapman BMW","business","Phoenix","AZ",3.5,55
"Tri City Appliance","business","Phoenix","AZ",2.5,4
"Valley King Properties","business","Mesa","AZ",2.5,5
"America Market Place","business","Scottsdale","AZ",4.5,5
"Total Lifestyle Chiropratic","business","Scottsdale","AZ",5.0,8
"Flesh Creations","business","Tolleson","AZ",4.0,5
"Spartan Training","business","Chandler","AZ",4.5,5
"North Valley Gymnastics","business","Phoenix","AZ",4.0,14
"Jiffy Lube","business","Chandler","AZ",2.5,9
"Savers","business","Phoenix","AZ",4.0,4
"Splatter Ranch","business","Phoenix","AZ",5.0,3
"Starbucks","business","Scottsdale","AZ",2.5,20
"Silverhawk Advisory Group","business","Scottsdale","AZ",5.0,4
"Jack in the Box","business","Phoenix","AZ",1.5,7
"QuikTrip","business","Glendale","AZ",3.5,4
"Jolie Nail Spa","business","Mesa","AZ",5.0,4
"Walmart","business","Phoenix","AZ",2.5,29
"Physiques' Gym","business","Phoenix","AZ",5.0,10
"Clotherie Ltd","business","Phoenix","AZ",4.5,4
"Paulene's Nails","business","Peoria","AZ",3.5,3
"Buzz Boyz","business","Phoenix","AZ",4.5,5
"Cracker Barrel Old Country Store Inc","business","Buckeye","AZ",3.5,52
"Naturopathic Physicians Group","business","Scottsdale","AZ",5.0,3
"Chandler City","business","Chandler","AZ",4.0,3
"Scuba Magic","business","Tempe","AZ",2.5,3
"Walmart","business","Mesa","AZ",2.0,18
"Arizona Pool Fence Inc","business","Phoenix","AZ",4.0,4
"Dennys","business","Gilbert","AZ",3.0,19
"Apco Pest","business","Avondale","AZ",3.0,4
"Starbucks","business","Mesa","AZ",4.0,10
"Hung's Hair Design","business","Mesa","AZ",4.5,8
"Ken Bohl's Auto Repair","business","Phoenix","AZ",4.5,6
"Port of Subs","business","Gilbert","AZ",3.0,14
"The Roxy Lounge","business","Scottsdale","AZ",3.5,18
"Hungry Howie's Pizza","business","Glendale","AZ",3.0,4
"Garcia's Windows & More","business","Phoenix","AZ",4.5,37
"QT 421","business","Phoenix","AZ",4.5,9
"Taco Bell","business","Phoenix","AZ",4.0,7
"Godiva Chocalatier","business","Glendale","AZ",4.5,3
"Nicks Menswear","business","Glendale","AZ",2.5,5
"Scorpion Bay Marina","business","Morristown","AZ",4.0,14
"Sonic Drive-In","business","Maricopa","AZ",2.0,7
"Robert Emmets","business","Glendale","AZ",3.5,13
"Fry's Food and Drug","business","Phoenix","AZ",4.0,4
"Herreras Mexican Food","business","Peoria","AZ",4.0,14
"Natural Nail Spa By Cindy LLC","business","Chandler","AZ",4.0,12
"Subway","business","Glendale","AZ",2.0,3
"Berry Good Frozen Yogurt","business","Peoria","AZ",3.5,4
"Greulich's Automotive","business","Chandler","AZ",4.0,8
"Banner Gateway Medical Center","business","Gilbert","AZ",3.0,28
"Win-Wyn Billing Services","business","Glendale","AZ",5.0,3
"Desert Valley Radiology","business","Mesa","AZ",1.5,3
"The Body Barre","business","Henderson","NV",4.5,18
"Tropical Smoothie Cafe","business","Mesa","AZ",4.0,14
"Golden Corral","business","Casa Grande","AZ",3.5,15
"Ocotillo Animal Clinic & Pet Resort","business","Chandler","AZ",4.0,17
"My Nails Boutique and Spa","business","Avondale","AZ",4.5,8
"Amomi Pregnancy Wellness-Spa","business","Phoenix","AZ",3.5,6
"Sonora Quest Laboratories","business","Phoenix","AZ",4.5,3
"Sonoran Desert Eye Center","business","Chandler","AZ",4.0,8
"LA Fitness","business","Goodyear","AZ",3.5,5
"Norterra Family Medicine PLLC","business","Phoenix","AZ",3.0,8
"Compass Bank","business","Peoria","AZ",1.5,5
"Paradise Bakery and Cafe","business","Chandler","AZ",3.0,6
"Chase","business","Scottsdale","AZ",4.0,3
"Circle K Stores Inc","business","Phoenix","AZ",3.0,3
"Regency Beauty Institute","business","Mesa","AZ",4.0,4
"Julie's Chicken & Waffles","business","Glendale","AZ",2.5,3
"Homelife Llc","business","Mesa","AZ",1.5,6
"Phoenix Children's Hospital","business","Phoenix","AZ",4.5,35
"Medshape Weight Loss Clinic","business","Mesa","AZ",2.5,4
"The Buckle","business","Tempe","AZ",3.5,4
"G by Guess","business","Tempe","AZ",3.5,4
"New York & Company","business","Tempe","AZ",4.0,4
"Victoria's Secret","business","Tempe","AZ",2.5,13
"Slices","business","Tempe","AZ",3.5,27
"Yum Yum China","business","Tempe","AZ",3.0,19
"Amy's Hallmark","business","Tempe","AZ",4.0,3
"Finish Line Store No 873","business","Tempe","AZ",4.0,4
"Als Beads & Silver Jewelry","business","Phoenix","AZ",3.5,4
"A Shining Star Preschool","business","Mesa","AZ",4.0,5
"MetroPointe","business","Tempe","AZ",3.5,12
"Gamestop","business","Goodyear","AZ",4.0,4
"RadioShack","business","Goodyear","AZ",1.5,3
"Justice","business","Phoenix","AZ",2.5,3
"Los Portales","business","Phoenix","AZ",3.0,4
"Victoria's Secret","business","Peoria","AZ",4.0,5
"Estrella Nails","business","Surprise","AZ",4.0,13
"Goodwill of Central Arizona","business","Mesa","AZ",3.0,4
"The UPS Store","business","Phoenix","AZ",4.5,9
"Squeaky Clean Car Wash","business","Phoenix","AZ",3.5,11
"Comfort Inn & Suites Downtown","business","Mesa","AZ",4.0,6
"Bachenheimer Nanni MD","business","Scottsdale","AZ",2.0,4
"Hungry Howie's Pizza","business","Avondale","AZ",1.5,7
"Stonecreek Golf Club","business","Phoenix","AZ",2.5,27
"Agave Dentistry","business","Casa Grande","AZ",4.0,4
"Coffee Bean & Tea Leaf","business","Phoenix","AZ",3.5,12
"AT&T","business","Phoenix","AZ",5.0,3
"Chipotle Mexican Grill","business","Tempe","AZ",3.5,38
"Subway","business","Tempe","AZ",3.0,11
"T-Mobile","business","Mesa","AZ",2.0,5
"Starbucks Coffee","business","Mesa","AZ",3.5,20
"4 Sons Chevron No 401","business","Surprise","AZ",3.5,7
"Gnc","business","Gilbert","AZ",1.5,3
"Soho Smoke Shop","business","Phoenix","AZ",3.5,3
"Julie's Nail & Spa","business","Phoenix","AZ",3.0,11
"Belara","business","Phoenix","AZ",2.5,6
"Da Vinci Green","business","Phoenix","AZ",2.5,4
"Men's Wearhouse","business","Peoria","AZ",3.5,4
"El Pollo Loco","business","Tempe","AZ",3.5,12
"Wilkins Learning Center","business","Gilbert","AZ",5.0,12
"Pawn1st Pawn & Title Loans","business","Tempe","AZ",2.0,7
"Half Price Books","business","Phoenix","AZ",3.5,39
"Erin's Sheppards","business","Phoenix","AZ",3.5,3
"Hula Hawaiian Barbeque","business","Buckeye","AZ",3.5,8
"Filiberto's Mexican Rest","business","Phoenix","AZ",3.5,5
"Bank of America","business","Scottsdale","AZ",4.5,5
"Carlsson Family Eye Center","business","Gilbert","AZ",4.5,12
"Fletcher's Tire & Auto Service","business","Peoria","AZ",3.0,11
"Los Favoritos Mexican Food","business","Mesa","AZ",3.5,7
"The UPS Store","business","Glendale","AZ",3.5,5
"Arizona Rattlers","business","Mesa","AZ",5.0,3
"Labcorp","business","Phoenix","AZ",3.0,3
"Danny's Family Car Wash","business","Phoenix","AZ",2.0,48
"Fletcher's Tire & Auto Service","business","Goodyear","AZ",2.0,6
"Streets of New York","business","Anthem","AZ",3.5,8
"FedEx Office Print & Ship Center","business","Surprise","AZ",4.5,7
"Hungry Howie's","business","Mesa","AZ",4.0,5
"AT&T","business","Scottsdale","AZ",3.0,7
"Penske Rapid Repair","business","Phoenix","AZ",4.0,8
"Sunset Spas of Arizona","business","Chandler","AZ",5.0,3
"Shane's Enterprises","business","Phoenix","AZ",5.0,4
"Desert View Dentistry","business","Phoenix","AZ",5.0,7
"Value Village Thrift Stores Inc","business","Glendale","AZ",3.5,5
"Papa Johns","business","Goodyear","AZ",2.5,3
"McDonald's","business","Phoenix","AZ",3.0,15
"Sunset Window Tinting","business","Scottsdale","AZ",5.0,6
"Autostaat German Automotive","business","Glendale","AZ",5.0,4
"Derma Aura","business","Phoenix","AZ",2.5,5
"Trackside Sportsbar & Grill","business","Surprise","AZ",3.5,4
"Ascension Massage Therapy","business","Tempe","AZ",5.0,4
"Legacy Traditional School","business","Maricopa","AZ",2.5,3
"C Landscaping & Irrigation","business","Phoenix","AZ",2.0,5
"Infiniti of Peoria","business","Peoria","AZ",2.0,13
"Mollen Immunization Clinics","business","Scottsdale","AZ",2.0,3
"Mountainside Fitness","business","Phoenix","AZ",4.0,16
"Arrowhead Health Centers","business","Glendale","AZ",3.0,9
"American Spirit Arms","business","Scottsdale","AZ",5.0,3
"Einstein Bros Bagels","business","Phoenix","AZ",3.0,10
"Better Homes Cabinets & Granite Llc","business","Phoenix","AZ",3.5,3
"Walgreens","business","Phoenix","AZ",3.5,11
"Caravan","business","Phoenix","AZ",2.5,3
"Taco Bell","business","Gilbert","AZ",4.0,8
"Pizza Hut","business","Chandler","AZ",2.0,5
"Battle Foam","business","Gilbert","AZ",2.5,3
"Brannon Waldman Dental Group","business","Scottsdale","AZ",4.0,4
"Panda Express","business","Avondale","AZ",2.5,9
"European Wax Center","business","Scottsdale","AZ",3.5,32
"Cactus Foot & Ankle DPM","business","Chandler","AZ",4.0,4
"Drury Inn & Suites","business","Phoenix","AZ",4.5,15
"Petco","business","Mesa","AZ",2.5,3
"Eco Advantage","business","Phoenix","AZ",4.0,6
"Mercie J Auto Care","business","Mesa","AZ",4.5,7
"Cvs Pharmacy","business","Phoenix","AZ",2.5,5
"Sundance Veterinary Hospital","business","Tolleson","AZ",3.0,4
"Advanced Surgical Associates","business","Mesa","AZ",3.0,4
"A-1 Locksmith Service","business","Phoenix","AZ",4.0,3
"Ocotillo Ace Hardware","business","Chandler","AZ",4.0,3
"Jos A Bank","business","Scottsdale","AZ",3.0,4
"Pit Stop Auto Detailing & Automotive Storage","business","Scottsdale","AZ",4.0,16
"Asi Es My Tierra","business","Mesa","AZ",4.5,14
"Belle Nails","business","Avondale","AZ",2.5,4
"Panda Buffet","business","Peoria","AZ",2.5,4
"Audio Solutions Inc","business","Tempe","AZ",3.5,6
"Fully Loaded Deliveries","business","Phoenix","AZ",5.0,3
"Port of Subs","business","Chandler","AZ",3.5,15
"Kohl's Department Stores","business","Tolleson","AZ",4.5,4
"Petco","business","Phoenix","AZ",3.5,10
"Hallmark-Millie's # 1","business","Phoenix","AZ",4.5,3
"Pediatric Dental Specialists PC","business","Gilbert","AZ",5.0,5
"City of Scottsdale","business","Scottsdale","AZ",3.0,5
"Tintas Granite and Flooring","business","Surprise","AZ",3.5,5
"Starbucks","business","Queen Creek","AZ",3.0,13
"Lillian Nails and Spa","business","Phoenix","AZ",1.5,5
"Perfection Plus Carpet & Tile Cleaning","business","Gilbert","AZ",5.0,3
"Salon Boutique","business","Chandler","AZ",4.5,3
"Bedmart","business","Goodyear","AZ",4.5,6
"Addison Taylor Fine Jewelry","business","Scottsdale","AZ",5.0,5
"Sleep America","business","Mesa","AZ",2.5,3
"Wolz's Plants & Florists","business","Glendale","AZ",4.0,11
"Carl's Jr.","business","Mesa","AZ",1.5,6
"Burger King","business","Queen Creek","AZ",2.5,3
"Barro's Pizza","business","Goodyear","AZ",4.0,46
"Pandora's Santan","business","Gilbert","AZ",4.0,4
"AFC Physical Medicine & Chiropractic Centers Queen Creek","business","Queen Creek","AZ",3.5,3
"Gary's Automotive Repair","business","Chandler","AZ",5.0,6
"Westbrook Animal Hospital","business","Peoria","AZ",3.5,7
"Roberto's Mexican Food","business","Phoenix","AZ",2.0,22
"Del Sol of Scottsdale","business","Scottsdale","AZ",3.5,8
"Sweet Salon","business","Goodyear","AZ",4.5,21
"Marken Mechanical","business","Mesa","AZ",5.0,11
"Fantastic Sam's","business","Buckeye","AZ",3.0,4
"Cold Stone Creamery","business","Mesa","AZ",4.0,4
"Steve's Krazy Sub","business","Mesa","AZ",4.0,16
"Leslie's Swimming Pool Supplies","business","Surprise","AZ",3.0,3
"Valero 1713","business","Surprise","AZ",4.0,3
"Great Clips For Hair","business","Scottsdale","AZ",3.0,4
"Rowdy Hair","business","Phoenix","AZ",4.5,21
"Circle K","business","Anthem","AZ",3.5,3
"Asian Cafe","business","Phoenix","AZ",4.0,28
"Marquis Diagnostic Imaging","business","Gilbert","AZ",4.0,4
"Choi's Traditional Tae Kwondo Academy","business","Peoria","AZ",4.0,4
"Scottsdale Healthcare Shea","business","Scottsdale","AZ",4.0,42
"Tonto Basin Inn","business","Tonto Basin","AZ",4.0,4
"Flying Skillet Cafe","business","Glendale","AZ",3.5,8
"Starbucks","business","Glendale","AZ",3.0,14
"FedEx Office Print & Ship Center","business","Phoenix","AZ",3.5,3
"Cold Stone Creamery","business","Queen Creek","AZ",4.0,8
"Cobra Rooter and Plumbing","business","Phoenix","AZ",5.0,3
"My Cleaners","business","Phoenix","AZ",1.0,3
"Pete and Mac's Pet Resorts","business","Avondale","AZ",3.5,11
"Pita Palace","business","Mesa","AZ",5.0,4
"Cycle Gear","business","Surprise","AZ",4.5,3
"JCPenney","business","Chandler","AZ",2.5,14
"New Dimensions Automotive LLC","business","Mesa","AZ",5.0,3
"Edible Arrangements","business","Scottsdale","AZ",2.5,6
"Jensen Family Medicine","business","Queen Creek","AZ",3.5,4
"First Nails and Spa","business","Scottsdale","AZ",3.5,17
"Del Taco","business","Mesa","AZ",2.0,5
"Healthsouth East Valley Rehabilitation Hospital","business","Mesa","AZ",3.5,3
"Infinity Nails and Spa","business","Phoenix","AZ",3.5,31
"Aspen Plumbing & Rooter","business","Gilbert","AZ",4.5,5
"Safeway Food & Drug","business","Peoria","AZ",3.5,3
"Superior Blinds","business","Litchfield Park","AZ",4.0,4
"M & M Dentistry","business","Mesa","AZ",4.5,3
"PGA Tour Superstore","business","Scottsdale","AZ",4.5,15
"Jamba Juice","business","Scottsdale","AZ",3.5,14
"McCool's Bar & Grill","business","Chandler","AZ",4.5,8
"Superstar Car Wash","business","Phoenix","AZ",3.0,8
"Lowe's Home Improvement","business","Gilbert","AZ",3.5,11
"Ventura Market","business","Queen Creek","AZ",5.0,3
"Continental Cleaners","business","Scottsdale","AZ",3.0,7
"Taco Bell","business","Tolleson","AZ",2.5,4
"Luster Nail and Spa","business","Scottsdale","AZ",4.0,34
"Carefree Internal Medicine MD","business","Carefree","AZ",3.0,4
"Goodwill","business","Phoenix","AZ",2.5,8
"Lowe's Home Improvement","business","Mesa","AZ",3.5,8
"Cvs Pharmacy","business","Peoria","AZ",4.0,3
"Walgreens","business","Phoenix","AZ",2.5,3
"Meineke Car Care Center","business","Scottsdale","AZ",4.0,15
"Jack in the Box","business","Wickenburg","AZ",3.0,4
"Rubio's Fresh Mexican Grill","business","Mesa","AZ",4.0,16
"Ramiros Mexican Restaurant","business","Peoria","AZ",4.5,25
"Sam's Club","business","Surprise","AZ",4.0,14
"Az-Tech Radiology","business","Phoenix","AZ",3.0,4
"KFC","business","Buckeye","AZ",1.5,5
"PetSmart","business","Peoria","AZ",4.0,6
"FedEx Office Print & Ship Center","business","Gilbert","AZ",3.5,6
"Circle K Stores","business","Phoenix","AZ",2.5,4
"4 Sons Food Stores","business","Phoenix","AZ",2.5,3
"Martinee Nail & Salon","business","Gilbert","AZ",3.5,18
"Subway","business","Phoenix","AZ",2.0,6
"Gold Canyon Embroidery and Boutique","business","Gold Canyon","AZ",2.5,3
"Energy 1st Exteriors","business","Chandler","AZ",1.5,6
"Goodwill of Central Arizona","business","Phoenix","AZ",3.5,9
"Venus Nails & Spa Inc","business","Mesa","AZ",1.5,5
"Pop-A-Lock","business","Phoenix","AZ",5.0,7
"Big Buns Bakery","business","Carefree","AZ",2.5,5
"Glendale Family Dentistry","business","Glendale","AZ",4.5,7
"Gilbert Physical Medicine","business","Gilbert","AZ",5.0,6
"Burger King","business","Queen Creek","AZ",1.5,6
"Cre8tive Auto Works","business","Tempe","AZ",4.5,4
"Paradise Valley Cooperative School","business","Scottsdale","AZ",5.0,3
"Vogt Steven M CPA","business","Queen Creek","AZ",5.0,3
"The Jewelry Hospital","business","Glendale","AZ",4.0,5
"The Craft Retreat","business","Glendale","AZ",4.0,5
"Stag Tobacconist","business","Scottsdale","AZ",4.5,3
"Party City","business","Mesa","AZ",3.0,9
"The Phoenix Studio","business","Phoenix","AZ",4.0,12
"All About Auto Care Inc","business","Surprise","AZ",5.0,5
"McDonald's","business","Glendale","AZ",3.0,4
"Aca Appliance Services","business","Phoenix","AZ",5.0,7
"Church For the Nations","business","Phoenix","AZ",5.0,4
"Metro Foot & Ankle","business","Gilbert","AZ",3.0,4
"El Polio Loco","business","Peoria","AZ",3.0,3
"Thingz Contemporary Living","business","Tempe","AZ",3.5,5
"R&S Mattress","business","Tempe","AZ",4.0,8
"Verizon Wireless","business","Glendale","AZ",3.0,5
"20/20 Image Eye Centers","business","Chandler","AZ",3.0,7
"Dos Amigos Fresh Mex-Grill","business","Glendale","AZ",3.0,14
"San Tan Allergy & Asthma","business","Gilbert","AZ",2.0,3
"Rosatis Pizza","business","Mesa","AZ",3.0,9
"Fashion By Robert Black","business","Scottsdale","AZ",4.5,13
"Amando's Bros","business","Tempe","AZ",4.0,9
"Deer Valley Regency Apartment Homes","business","Phoenix","AZ",3.0,4
"Starbucks Coffee Co","business","Phoenix","AZ",3.0,7
"Richmond American Homes","business","Gilbert","AZ",3.5,3
"Ageez Hair Center","business","Phoenix","AZ",4.5,4
"Russo Salon and Spa","business","Fountain Hills","AZ",5.0,9
"Meineke Car Care Center","business","Phoenix","AZ",2.0,12
"Verizon Wireless","business","Phoenix","AZ",2.5,8
"Bug & Weed Mart","business","Gilbert","AZ",4.5,6
"Labcorp","business","Scottsdale","AZ",4.5,3
"Skyline Family Medicine","business","Mesa","AZ",2.0,3
"Ahwatukee Family Medical Center MD","business","Phoenix","AZ",3.0,4
"East Valley Family Physicians","business","Chandler","AZ",2.5,13
"Speedy Pit Stop","business","Phoenix","AZ",4.0,4
"BEST WESTERN Legacy Inn & Suites","business","Mesa","AZ",3.0,11
"Floor & Decor","business","Tempe","AZ",4.0,25
"Desert Heat Automotive","business","Mesa","AZ",4.0,3
"Scottsdale Cigars","business","Scottsdale","AZ",4.5,9
"Az Alteration Llc","business","Scottsdale","AZ",3.5,4
"Casavino Custom Winery","business","Fountain Hills","AZ",3.5,24
"Target","business","Phoenix","AZ",4.0,22
"Cvs Pharmacy","business","Gilbert","AZ",3.5,4
"Claymore Imports","business","Scottsdale","AZ",5.0,5
"Loi Nam Oriental Market","business","Phoenix","AZ",4.0,3
"Mijana","business","Tempe","AZ",3.5,111
"Sonora Quest Laboratories","business","Gilbert","AZ",3.0,6
"Carl's Jr","business","Glendale","AZ",3.0,7
"Fantastic Sam's Hair Salon","business","Mesa","AZ",2.5,6
"Alloy Wheel Repair Specialists","business","Phoenix","AZ",5.0,5
"Chili's Grill & Bar","business","Phoenix","AZ",3.0,21
"Nails of the World","business","Laveen","AZ",4.0,6
"Superior Stone & Cabinet Inc.","business","Phoenix","AZ",3.5,3
"Too Hotties","business","Phoenix","AZ",3.5,4
"Athletes Performance","business","Phoenix","AZ",5.0,3
"Barro's Pizza","business","Casa Grande","AZ",3.5,16
"US Autoweapons","business","Scottsdale","AZ",4.0,17
"Randy's Window Tinting","business","Surprise","AZ",4.5,11
"Divine Hair Design","business","Mesa","AZ",3.5,21
"Potter's House Apothecary Inc","business","Peoria","AZ",3.5,3
"Pure-Tan","business","Glendale","AZ",3.5,3
"Goodwill of Central Arizona","business","Phoenix","AZ",3.5,6
"Chip Off the Old Block","business","Phoenix","AZ",4.0,23
"San Marbeya","business","Tempe","AZ",2.5,8
"Color Me Bella Salon and Spa","business","Peoria","AZ",4.5,8
"Valley Eyecare Center","business","Phoenix","AZ",5.0,4
"Chirofit Sports Therapy","business","Peoria","AZ",4.5,3
"Canyon Crossroads","business","Phoenix","AZ",5.0,3
"Starbucks  ","business","Tolleson","AZ",3.5,7
"Krell Financial Group","business","Gilbert","AZ",5.0,4
"Pizza Hut","business","Surprise","AZ",2.0,5
"Subway","business","Phoenix","AZ",3.0,8
"Jersey Mike's Subs","business","Scottsdale","AZ",4.0,22
"Little Caesars Pizza","business","Phoenix","AZ",3.0,3
"Streets of New York","business","Mesa","AZ",4.0,15
"Taco Bell","business","Goodyear","AZ",2.5,10
"Papa John's Pizza","business","Phoenix","AZ",2.5,3
"Inner Vision Yoga","business","Tempe","AZ",4.5,9
"Jack in The Box","business","Goodyear","AZ",3.0,3
"Albertsons","business","Phoenix","AZ",3.0,8
"Maui Wowi Hawaiian","business","Gilbert","AZ",4.5,11
"Hairdays Salon","business","Surprise","AZ",4.0,9
"Los Favoritos","business","Mesa","AZ",5.0,3
"Maximum Pilates","business","Phoenix","AZ",5.0,4
"Cvs Pharmacy","business","Phoenix","AZ",4.5,3
"Circle K Stores Inc","business","Mesa","AZ",3.0,3
"Surprise Endodontics","business","Surprise","AZ",5.0,5
"Artisans Shoe & Leather Repair","business","Chandler","AZ",5.0,10
"Native Bloom Landscape and Design","business","Scottsdale","AZ",4.0,4
"Ray's Pizza","business","Mesa","AZ",3.0,34
"Payless Car Rental","business","Phoenix","AZ",1.5,102
"Church's Chicken","business","Litchfield Park","AZ",3.0,6
"Tcf Bank","business","Chandler","AZ",3.0,4
"Francis & Sons Car Wash","business","Glendale","AZ",1.5,10
"Del Taco","business","Phoenix","AZ",3.5,3
"The Mother Lode Mercantile","business","Apache Junction","AZ",4.0,3
"Artistry Salon","business","Scottsdale","AZ",2.5,4
"Siam Thai Cusine","business","Glendale","AZ",4.5,132
"Homewood Suites by Hilton Phoenix North Happy Valley","business","Phoenix","AZ",4.5,10
"Wells Fargo Bank","business","Phoenix","AZ",2.5,4
"Subway","business","Gilbert","AZ",3.5,3
"Walmart","business","Gilbert","AZ",2.5,10
"Safeway Food & Drug","business","Florence","AZ",4.0,5
"Musical Instrument Museum","business","Phoenix","AZ",4.5,198
"Desert Sun Physical Therapy","business","Chandler","AZ",5.0,4
"Starbucks","business","Phoenix","AZ",2.5,19
"Scorpion Barber Shop","business","Phoenix","AZ",4.5,3
"Dq Orange Julius","business","Gilbert","AZ",3.5,3
"Gamestop","business","Mesa","AZ",4.0,5
"Amazing Nails and Spa","business","Mesa","AZ",4.0,10
"McDonald's","business","Laveen","AZ",2.0,7
"Jack in the Box","business","Peoria","AZ",4.0,4
"Desert Spine & Sports Physicians","business","Phoenix","AZ",3.5,3
"Ace Fence Co Inc","business","Glendale","AZ",5.0,3
"Dunkin Donuts","business","Phoenix","AZ",1.5,4
"Forever 21","business","Scottsdale","AZ",3.5,13
"ON SITE SATELLITE INC","business","Glendale","AZ",5.0,3
"Sew Creative","business","Tempe","AZ",5.0,7
"El Nuevo Taquito","business","Phoenix","AZ",4.0,4
"Brake Masters","business","Phoenix","AZ",4.0,9
"Equity Residential","business","Phoenix","AZ",2.5,3
"Starbucks","business","Goodyear","AZ",4.5,20
"Federico's Mexican Food","business","Glendale","AZ",3.0,9
"Meineke Car Care Center","business","Chandler","AZ",3.5,8
"Medifast Weight Control Center","business","Chandler","AZ",2.0,5
"AutoZone","business","Gilbert","AZ",5.0,3
"Qv Nails and Spa","business","Gilbert","AZ",3.5,6
"Fantastic Sams","business","Laveen","AZ",4.5,4
"Jack in the Box","business","Surprise","AZ",3.0,6
"McDonald's","business","Queen Creek","AZ",1.5,6
"Tap House Bar and Grill","business","Fountain Hills","AZ",4.5,8
"Sonoran Foothills Pet Clinic","business","Phoenix","AZ",5.0,10
"Starbucks","business","Scottsdale","AZ",3.0,16
"Papa Ed's Ice Cream","business","Glendale","AZ",4.5,18
"Estrella Nail & Spa","business","Peoria","AZ",4.0,18
"Anytime Fitness","business","Mesa","AZ",4.0,5
"Taco Bell","business","Buckeye","AZ",2.5,3
